antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'vs_str_No-violate'}),frozenset({'weigth_of_list_wn'}),0.3090909090909091,0.509090909090909,0.2909090909090909,0.9411764705882353,1.8487394957983194,0.13355371900826446,8.345454545454544,0.6644736842105263
"frozenset({'has_zeros_True', 'vs_str_No-violate'})",frozenset({'weigth_of_list_wn'}),0.12727272727272726,0.509090909090909,0.12727272727272726,1.0,1.9642857142857144,0.06247933884297521,inf,0.5625000000000001
"frozenset({'vs_str_No-violate', 'has_duplicates_True'})",frozenset({'weigth_of_list_wn'}),0.12727272727272726,0.509090909090909,0.12727272727272726,1.0,1.9642857142857144,0.06247933884297521,inf,0.5625000000000001
"frozenset({'vs_str_No-violate', 'more_positive_or_negative_n'})",frozenset({'weigth_of_list_wn'}),0.12727272727272726,0.509090909090909,0.12727272727272726,1.0,1.9642857142857144,0.06247933884297521,inf,0.5625000000000001
